author-link,author-link-href,title-link,title-link-href,text,pagination,pagination-href
"","","Escape from New York","http://www.newyorker.com/magazine/2015/06/08/escape-from-new-york","“If you play that song one more time,” Marlon said, eating a bucket of wings, “I’m going to kill you myself.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“Let’s have some cha before you go,” Big Uncle said without looking at me. “I would offer you coffee, which is what Yankees do, I suppose, but I’m fresh out.”","",""
"","","In the Act of Falling","http://www.newyorker.com/magazine/2015/09/07/in-the-act-of-falling","“O.K., then,” he said. “I will.”","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“Can you keep a secret?” he said.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Quaestio De Centauris","http://www.newyorker.com/magazine/2015/06/08/quaestio-de-centauris","One October evening, Trachi was at the blacksmith’s. I met Teresa, and we went for a walk together in the woods. We talked, and of whom but Trachi? I didn’t betray my friend’s confidence, but I did worse.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","These Short, Dark Days","http://www.newyorker.com/magazine/2015/08/24/these-short-dark-days","Inside the shadowed bedroom, the neighbor woman who stood at the bedside had her eyes elsewhere, on the gloaming at the far side of the cluttered room. No doubt there were children waiting for their dinner, a husband to be placated. A woman with a family of her own, with troubles of her own, could not be expected to attend to the sorrows of another indefinitely. The nun motioned to her: they would exchange places.","",""
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","The King gives the miller a glacial look, has a guard escort him away, and withdraws, locking the door behind him.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“As you find me.” Andreas beckoned politely. “Would you care to come in?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","Clara was right: where were the socialites we’d expected to see? The Oregon state forester, with his sullen red-lipped wife? The governor, the bank presidents? The ski experts from the Swiss Alps? Fifty-two paying guests, selected by lottery, had rooms waiting for them—we’d seen the list of names in Sunday’s Oregon Gazette.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","In the Act of Falling","http://www.newyorker.com/magazine/2015/09/07/in-the-act-of-falling","“It’s been almost a month,” she said. “He needs to go back to school. His suspension ended more than a week ago.”","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“Just one other thing. Will you look at me?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“You said you’d help me.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","My Curls Have Blown All the Way to China","http://www.newyorker.com/magazine/2015/09/21/my-curls-have-blown-all-the-way-to-china","Once? Several times?","",""
"","","These Short, Dark Days","http://www.newyorker.com/magazine/2015/08/24/these-short-dark-days","He took the tea towels she had left to dry by the sink, wound them into ropes, and placed them along the windowsill. He carried the length of rubber tubing through the living room and into the bedroom. He slipped off his shoes and put the tube to his mouth as if to pull smoke. He had seen this in a picture book somewhere: a fat sultan on a red pillow, doing much the same. He sat on the edge of the bed. He bowed his head and prayed: now and at the hour of our death. He lay back on the bed. He noticed that the room had grown dimmer still. Hour of our. Our hour. He remembered his mother, the picture book spread out on her wide lap. Within this very hour he would put his head on her shoulder once again. Or would he? Would this effort to prove himself his own man—to prove that the hours of his life belonged to himself alone—bar him from Heaven? Did he believe in Heaven? There were moments when his faith fell out from under him like a trapdoor.","",""
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","But then, on the night of the second day, you make your fatal mistake.","",""
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","We had to be very cautious, very amenable, she argued. We couldn’t challenge our hosts on any of their convictions. The Emerald Lodge was a real place, and they were breathing safely inside it. We had to admire their handiwork, she said. Continue to exclaim over the lintel arches and the wrought-iron grates, the beams and posts. As if they were real, as if they were solid. Clara begged me to do this. Who knew what might happen if we roused them from their dreaming? The C.C.C. workers’ ghosts had built this place, Clara said; we were at their mercy. If the men discovered they were dead, we’d die with them. We needed to believe in their rooms until dawn—just long enough to escape them.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Reading Comprehension: Text No. 1","http://www.newyorker.com/magazine/2015/07/06/reading-comprehension-text-no-1","Five years later, it was 1993 and we were seniors. One day, when Cordero, Parraguez, little Carlos, and I were playing hooky, we ran into Mr. Segovia coming out of the Tarapacá pool hall. He wasn’t a teacher anymore; he was a Metro conductor now, and it was his day off. He treated us to Coca-Colas, and ordered a shot of pisco for himself, though it was early to start drinking. It was then that he finally told us the story of the Covarrubias twins.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","“She does not photograph well!”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Grow-Light Blues","http://www.newyorker.com/magazine/2015/06/22/the-grow-light-blues","“Get rid of the jug,” Kipler finally said. “Get rid of the liquid. Get rid of everything. What’s left?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“If both of you had come back? Well, then, I suppose you’d be fighting over the one, ungh?” He laughed and tore a piece of meat from the breast of his to dab in the salt.","",""
"","","Chicken Hill","http://www.newyorker.com/magazine/2015/09/14/chicken-hill","Ruth was concerned that the child would ask to see the dogs, as she usually did, but she did not. Of course, Ruth could have said “No” or “Not today” once again, but it wouldn’t have been the same.","",""
"","","Ghosts and Empties","http://www.newyorker.com/magazine/2015/07/20/ghosts-and-empties","As I walk, I see strangers but also people I know. I look up in the beginning of February to see a close friend in a pink leotard in her window, stretching, but then, with a zip of understanding, I realize that she isn’t stretching, she is drying her legs, and the leotard is in fact her body, pinked from the hot shower. Even though I visited her in the hospital when both of her boys were born, held the newborns in my arms when they still smelled of her, saw the raw Cesarean split, it isn’t until I watch her drying herself that I understand that she is a sexual being, and then the next time we speak I can’t help but blush and endure images of her in extreme sexual positions. Mostly, however, I see the mothers I know in glimpses, bent like shepherdess crooks, scanning the floor for tiny Legos or half-chewed grapes or the people they once were slumped in the corners.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“I’ll need to use the telephone.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Chicken Hill","http://www.newyorker.com/magazine/2015/09/14/chicken-hill","Her father had said that Abdiel looked like Tolstoy’s horse, the one in the famous photograph, black and spirited, his gleaming flesh forever rippling and shuddering, as though grazed by an unseen hand, as they galloped on Chicken Hill—Chicken Hill, what a place! The world!","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","There were further struggles behind the shed. She had to help him by pushing on the wheelbarrow’s handles while he pulled from the front. The footprint situation was undoubtedly appalling. When they were finally beside the grave, they stood and caught their breath. Water was softly dripping from pine needles, the scent of the needles mixing with the sharp and vaguely cocoa smell of fresh-turned earth.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Apartment","http://www.newyorker.com/magazine/2015/08/31/the-apartment","Martin wouldn’t be home for hours. He never came home when he said he was going to. She couldn’t remember how Arman Jahani had died. Probably some disease. Most people die in unassuming ways like that. Quiet but painful struggles consisting of medicines and doctor visits, hope established and quickly abandoned. It was so boring. Better to die as Barbro Ekman had. By the time Jonas was two or three, she’d nearly forgotten that she once thought he might be Arman’s son. She couldn’t remember what it had been like to feel any guilt about it. The wine was good, but it had left a sticky film in her mouth, and she didn’t want the rest. She got up to find something else to drink.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","She shook her head.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“Yes, Big Uncle.”","",""
"","","In the Act of Falling","http://www.newyorker.com/magazine/2015/09/07/in-the-act-of-falling","“Maybe you could take Finn with you tomorrow?” she said.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“You sound like you know quite a bit about beer drinking.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","These Short, Dark Days","http://www.newyorker.com/magazine/2015/08/24/these-short-dark-days","“St. Savior’s got the body coming back tonight,” Sister Lucy said, and added for emphasis, “This evening. For the wake. And buried first thing tomorrow morning.” She shook her jowls. She was a mannish, ugly woman, humorless, severe, but an excellent nurse. “Tomorrow!” Sister Lucy said again. “Calvary. She’s got it all arranged. And why is she rushing him into the ground?” She shivered a bit, then declared, “You can’t pull strings with God. You can’t pull the wool over God’s eyes.”","",""
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“I thought someone was out there, so I called out to him. ‘Yeoboseyo! Who’s out there? Is anyone out there?’ No answer. Then I thought maybe it was someone who had got injured, so I started into the woods to find him.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“I don’t look in mirrors.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","The lodge was a true palace. Its shadow alone seemed to cover fifty acres of snow. Electricity raised a yellowish aura around it, so that the resort loomed like a bubble pitched against the mountain sky. Its A-frame reared out of the woods with the insensate authority of any redwood tree. Lights blazed in every window. As we drew closer, we saw faces peering down at us from several of these.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Quaestio De Centauris","http://www.newyorker.com/magazine/2015/06/08/quaestio-de-centauris","To return to Trachi: his education was, by our criteria, fragmentary. He learned Greek from the island’s shepherds, whose company he occasionally sought out, despite his shy and taciturn nature. From his own observations, he learned many subtle and intimate things about grasses, plants, forest animals, water, clouds, stars, and planets; I myself noticed that, even after his capture, and under a foreign sky, he could feel the approach of a gale or the imminence of a snowstorm many hours before it actually arrived. Though I couldn’t say how, nor could he himself, he also felt the grain growing in the fields, he felt the pulse of water in underground streams, and he sensed the erosion of flooded rivers. When De Simone’s cow gave birth two hundred metres away from us, he felt a reflex in his own gut; the same thing happened when the tenant farmer’s daughter gave birth. In fact, on a spring evening he informed me that a birth was taking place and, more precisely, in a particular corner of the hayloft; we went there and found that a bat had just brought into the world six blind little monsters, and was feeding them minuscule portions of her milk.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","These Short, Dark Days","http://www.newyorker.com/magazine/2015/08/24/these-short-dark-days","The policemen nodded at the nun, and the shorter one took off his cap as he moved toward her. He, too, was singed about the cuffs. He had a heavy face and bad dentures, but there was compassion in the way he gestured with his short arms, toward the girl on the bed, toward the ceiling and the upstairs apartment, where the fire had been, a compassion that seemed to weigh down his limbs. Soft-hearted, Sister thought, one of us. The girl, he said, had come in from her shopping and found the door to her place blocked from the inside. She went to her neighbors, the man next door and the woman who lived here. They helped her push the door open and then the man lit a match to hold against the darkness. There was an explosion. Luckily, he, the policeman, was just at the corner and was able to put the fire out, while neighbors carried the three of them down here. Inside the apartment, in the bedroom, he had found a young man on the bed, dead. Asphyxiated. The girl’s husband.","",""
"","","The Grow-Light Blues","http://www.newyorker.com/magazine/2015/06/22/the-grow-light-blues","The legend that developed is that Kipler smashed some jugs that day, swung one against his own head, grinning madly. Carl would love to have seen that. Some of the goo in those bottles looked as if it couldn’t even spill. It would just hang in the air like a cloud. He pictured Kipler cream-soaked, coated in white foam.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"Amos Oz","http://www.newyorker.com/contributors/amos-oz","","","","",""
"","","The Apartment","http://www.newyorker.com/magazine/2015/08/31/the-apartment","Louise reached out and touched Sara’s arm. “It was a long time ago. I was in love with him.”","",""
"","","Chicken Hill","http://www.newyorker.com/magazine/2015/09/14/chicken-hill","“Do you give blood?”","",""
"","","The Grow-Light Blues","http://www.newyorker.com/magazine/2015/06/22/the-grow-light-blues","“Anyway, it’s what we signed up for, right?” Carl said, trying and failing to picture the exact moment when he’d agreed to take part in the experiment. Had it ever happened? He couldn’t remember the last time he’d written his name, said yes, nodded his head, assented. Maybe by simply staying alive he implied his agreement and coöperation? Simply by walking the halls at Mayflower, and not crawling into a hole, he was saying, Yes, yes, please test your equipment on me. Especially the equipment that burns. I would be most pleased if you would.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","On our race through the lodge, in all that chaos and din, Clara somehow heard another sound. A bright chirping. A sound like gold coins being tossed up, caught, and fisted. It stopped her cold. The entire building was shaking on its foundations, but through the tremors she spotted a domed cage, hanging in the foyer. On a tiny stirrup, a yellow bird was swinging. The cage was a wrought-iron skeleton, the handiwork of phantoms, but the bird, we both knew instantly, was real. It was agitating its wings in the polar air, as alive as we were. Its shadow was denser than anything in that ice palace. Its song split our eardrums. Its feathers burned into our retinas, rich with solar color, and its small body was stuffed with life.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Reading Comprehension: Text No. 1","http://www.newyorker.com/magazine/2015/07/06/reading-comprehension-text-no-1","I think it was Cordero who confessed one day that he had copied someone’s answers in math, and since Segovia didn’t react we all contributed variations of the same: I copied on the Spanish test, on the science test, on the P.E. test (laughter), and so on. Segovia, suppressing a smile, said that he forgave us, but that we had to make sure we didn’t get caught, because that would really be unforgivable. Suddenly, though, he became serious. “If you are all so dishonest at twelve,” he said, “at forty you’re going to be worse than the Covarrubias twins.” We asked him who the Covarrubias twins were, and he looked as if he were going to tell us, but then he thought better of it. We kept at him, but he didn’t want to explain. Later, we asked other teachers and even the guidance counsellor, but no one wanted to tell us the story. The reasons were diffuse: it was a secret, a delicate subject, possibly something that would damage the school’s impeccable reputation. We soon forgot the matter, in any case.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Grow-Light Blues","http://www.newyorker.com/magazine/2015/06/22/the-grow-light-blues","But most of all his body was empty and dry, and he was powerfully, powerfully hungry.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","Then I heard it. Someone crawling along the path, barely moving. It was still far away, but I could make it out—the sound of an injured man. “He must have fallen,” I said. “It sounds like he’s hurt.”","",""
"","","Reading Comprehension: Text No. 1","http://www.newyorker.com/magazine/2015/07/06/reading-comprehension-text-no-1","(B) To expose security problems in the administration of the university entrance exams, and also to promote a business venture related to biometric readings, or some other system for definitively verifying the identity of students.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Apartment","http://www.newyorker.com/magazine/2015/08/31/the-apartment","“Officially tomorrow,” the young woman said. “Getting a head start. Sara,” she said, and held out her hand.","",""
"","","The Apartment","http://www.newyorker.com/magazine/2015/08/31/the-apartment","“I don’t think I ever met that woman,” Jonas said. “Not that I remember.”","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“Think about it, though. If you came here instead, we could see each other every day.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Reading Comprehension: Text No. 1","http://www.newyorker.com/magazine/2015/07/06/reading-comprehension-text-no-1","Luis sailed through his senior year with excellent grades, and he got outstanding scores on all the university entrance tests, especially History of Chile and Social Studies, on which he nearly got the highest score in the nation. He entered the University of Chile to study law, on a full scholarship.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“I don’t trust her. She’s betrayed us already. I have to trust you instead.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Escape from New York","http://www.newyorker.com/magazine/2015/06/08/escape-from-new-york","“Well, how the hell did you mean it?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","I’d had plenty more to drink, and I realized that I didn’t remember half the things we’d talked about. What else, I wondered, had I let slip?","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“He’s an evil person. For a long time, I thought the opposite, but not anymore. Now everything he says to me is some kind of threat. He’s not going to stop until he gets everything he wants.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“Well, it’s a story. Like some folktale. But everyone’s life is like a story, isn’t it? From a long, long time ago.”","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","He saw her again on each of the following three evenings. He felt bad about looking forward to it just because she was so pretty, but there was nothing he could do about that. On the second night, to deepen her trust in him, he made a point of telling her that he’d slept with dozens of girls at the church. “It was a kind of addiction,” he said, “but I had strict limits. I need you to believe that you personally are way outside all of them.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Silk Brocade","http://www.newyorker.com/magazine/2015/07/27/silk-brocade","And then she had to break off, because her eyes brimmed with tears and a red heat came into her cheeks; Ann had an intuition that the flush ran thrillingly all over her body. Who’d have thought that Nola Higgins would be susceptible to that kind of thrill? She was bending over her handbag, fishing for a handkerchief. “How silly,” she said. “It’s ridiculous, Ann. But I’m just so happy. I can’t quite believe that I’m saying those words, that we’re really going to be married. He’s such a lovely chap. And he’ll be able to pay your prices. I knew you wouldn’t be cheap.”","",""
"","","My Curls Have Blown All the Way to China","http://www.newyorker.com/magazine/2015/09/21/my-curls-have-blown-all-the-way-to-china","Maybe it’s the girl who stood right in front of me yesterday in line at the bank and kept turning around and looking at me? Or maybe it’s that tramp with the shorts and the high heels over there in front of the boutique, with half her bosom hanging out, trying to hail a taxicab? Or it may be someone that I actually know very well personally. Someone from the factory—Alfred’s fat secretary, or that bookkeeper who walks around in clothes fit for a young girl? It could even be, by chance, the very salesgirl in the boutique who’s lying to my face right now, saying that I look wonderful in these white jeans, even though we both know that she’s lying, that they’re too big for me, because she doesn’t have my size?","",""
"","","Reading Comprehension: Text No. 1","http://www.newyorker.com/magazine/2015/07/06/reading-comprehension-text-no-1","1. According to the text, the Covarrubias twins’ experience in their new school:","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Apartment","http://www.newyorker.com/magazine/2015/08/31/the-apartment","“I live here,” Louise said.","",""
"","","The Grow-Light Blues","http://www.newyorker.com/magazine/2015/06/22/the-grow-light-blues","“I’m just being foolish,” Carl said. “You know me.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“I’m grateful. Grateful and sorry for any trouble.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","No matter how many times he’d gone over the logistics in his head, he couldn’t quite see how it would work: how he could conceal himself completely and still be within striking distance. He was desperate to keep Annagret out of it, to keep her safe in her essential goodness, but he was afraid that he wouldn’t be able to. His anxiety the previous night had swirled around the image of some awful three-person scrum that would leave her trust in him shattered.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Apartment","http://www.newyorker.com/magazine/2015/08/31/the-apartment","Jonas wanted to try a sushi restaurant he’d heard about. They took a table on the patio. It was September but very warm out. She let him order. Arman had died in the early nineties. He was a professor of French at the university by then, and his death had been noted briefly in the culture section of DN. One of his books about French cognates had caused a minor controversy. His obituary had mentioned two children, she believed, a daughter and a son. Maybe one of them had moved into her building.","",""
"","","My Curls Have Blown All the Way to China","http://www.newyorker.com/magazine/2015/09/21/my-curls-have-blown-all-the-way-to-china","During breakfast, I said to him, “Moshe, listen, the summer is over and in the end we didn’t take that organized tour to Spain, so instead maybe you could give me the three and a half thousand shekels to buy some things for winter.” Moshe said, “O.K., fine. But, listen, first I have something to tell you. It’s like this. During the factory outing to Netanya, a month ago—you remember—when you didn’t feel like going with me, I met this woman there, and afterward it turned out that we kept seeing each other, and now, well, I’ve decided to leave you, even though I’m very sorry about it. Honestly. But what can I do, Bracha? I just have no choice.”","",""
"","","Chicken Hill","http://www.newyorker.com/magazine/2015/09/14/chicken-hill","They had loved books; their house was full of books, all in other hands now, or worse, the books and pictures and animals. Ruth hadn’t been much of a reader herself. As a child, she’d wanted to possess herself, only herself. This was her duty. Yet she was aware that any moment could take away the assurance that this was possible. Her mother and father had not been very sensible. They were bohemians, romantics, clever and hungry and bright, believers in the wild freedoms that life bestows and which time and death are so eager to unsustain.","",""
"","","Silk Brocade","http://www.newyorker.com/magazine/2015/07/27/silk-brocade","Blaise apologized, because he wasn’t a war hero. He’d managed to catch the dreaded polio—wasn’t that childish of him? Nola spread out a tablecloth, in a little hollow among the bluebells, while the young doctors interrogated her sternly about neck stiffness, light intolerance, respiratory muscle weakness. Blaise rolled up his trouser leg and Ray and Donny examined his twisted, skinny calf; Kit turned her face away, because she didn’t like looking at sickness or deformed things. Yet Blaise Perney was hardly deformed at all; he’d made a wonderful recovery. He told them that Nola had saved his life, and she laughed with shy pleasure. She said he was just lucky, that was all.","",""
"","","My Curls Have Blown All the Way to China","http://www.newyorker.com/magazine/2015/09/21/my-curls-have-blown-all-the-way-to-china","And I don’t have to pretend to come anymore.","",""
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“There’s no current since they put up the hydroelectric dam downstream.” Yongsu twitched his head in that direction. “They finished it two years ago. Ever since, the river’s been high all year and full of that algae. Fisheries all over the place now, raising carp, because they like that dirty bottom water.”","",""
"","","Escape from New York","http://www.newyorker.com/magazine/2015/06/08/escape-from-new-york","They were sitting in an IHOP, just the other side of the Appalachian Mountains, with their mirrored shades on, eating pancakes. Michael had decided—two fast-food joints and eighty miles ago—to leave his usual disguise in the trunk of the car. It had become obvious that it wasn’t necessary, no, not today. And now, with an overwhelming feeling of liberation, he removed his shades, too. For as it was in KFC, in Burger King, and beneath the Golden Arches, so it was in this IHOP: every soul in the place was watching television. Even the waitress who served them watched the television while she served, and spilled a little hot coffee on Michael’s glove, and didn’t say sorry and didn’t clean it up, nor did she notice that Marlon wasn’t wearing shoes—or that he was Marlon—or that resting beside the salt shaker was a diamond as big as the Ritz.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Grow-Light Blues","http://www.newyorker.com/magazine/2015/06/22/the-grow-light-blues","How sweet of this man to visit and thank Carl for his service. The old Carl would have smiled and thanked him, but his thanking utensil, connected inexorably to his face, was broken. He had the paralyzed head of a mascot. What he needed now, in order to engage in human congress, was emoticons on Popsicle sticks that he could wave around, lest everyone start to think that he was dead on the inside, too.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Driver","http://www.newyorker.com/magazine/2015/09/28/the-driver-fiction-thomas-mcguane","“Who?”","",""
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“Now, Little Uncle didn’t tell you that part of the story, did he?”","",""
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","And, eventually . . . yes. The first few stalks are only touched with gold, like eroded relics, but the next are more gold than straw, and, soon enough, the wheel is spitting out strand upon strand of pure golden straw, not the hard yellow of some gold but a yellow suffused with pink, ever so slightly incandescent in the torch-lit room.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","A still worse thought was available to Andreas—namely, that Annagret would use her body, would feign uncontrollable lust, to forestall any business with a flashlight—but he was determined not to entertain it, not even for the relief from his terrible new anxiety, because it would entail being conscious of an obvious fact, which was that she must already have used her body and feigned lust to get the fucker out here. The only way Andreas could stand to picture the killing was to leave her entirely out of it. If he let her into it—allowed himself to acknowledge that she was using her body to make it happen—the person he wanted to kill was no longer her stepfather but himself. For putting her through a thing like that, for dirtying her in the service of his plan. If he was willing to kill the stepfather for dirtying her, it logically followed that he should kill himself for it. And so, instead, he entertained the thought that, even with a flashlight, the stepfather might not see the trip wire.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","When he came around the side of the house, Annagret ran to him and kissed him heedlessly, with open mouth, her hands in his hair. She was heartbreakingly teen-aged, and he didn’t know what to do. He wanted to give her what she wanted—he wanted it himself—but he was aware that what she ought to want, in the larger scheme, was not to get caught. He took her face in his gloved hands and said, “I love you, but we have to stop.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","Only after she went to lie down did his mind shift back into logistics mode. He dug until three o’clock and then, without pausing, dragged and rolled the body into the hole and jumped down after it to wrestle it into a supine position. He didn’t want to have to remember the face, so he sprinkled some dirt over it. Then he turned on the flashlight and inspected the body for jewelry. There was a heavy watch, not inexpensive, and a sleazy gold neck chain. The watch came off easily, but to break the chain he had to plant a hand on the dirt-covered forehead and yank. Fortunately nothing was real, at least not for long. Infinitesimally soon, the eternity of his own death would commence and render all of this unreal.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Silk Brocade","http://www.newyorker.com/magazine/2015/07/27/silk-brocade","She didn’t have the same broad Bristol accent as her parents—Ann’s mother would have said that she was nicely spoken. It was about a wedding dress, of course. The wedding would be in June, Nola said. It would be a quiet one, at least she hoped so. She knew that this was short notice and probably Ann was all booked up, but they had decided in a hurry. “Not that kind of hurry,” she added, laughing without embarrassment. “I suppose you sometimes have to let out the waists as the brides get bigger.”","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","She shook her head.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Quaestio De Centauris","http://www.newyorker.com/magazine/2015/06/08/quaestio-de-centauris","After a night of anxious waiting for all of us, and of secret torment for me, I went to look for him myself at the blacksmith’s. The blacksmith wasn’t at home: he was in the hospital with a cracked skull, and unable to speak. I found his assistant. He told me that Trachi had come at about six o’clock to get shoed. He was silent and sad, but tranquil. Without showing any impatience, he let himself be chained as usual (the uncivilized practice of this particular blacksmith, who, years earlier, had had a bad experience with a skittish horse; we had tried, in vain, to convince him that this precaution was in every way absurd with regard to Trachi). Three of his hooves had already been shoed when a long and violent shudder coursed through him. The blacksmith turned on him with that harsh tone often used on horses; as Trachi’s agitation seemed to increase, the blacksmith struck him with a whip.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","He heard a male voice, somewhat louder. They were going around behind the house. It was all happening so quickly. He was shaking so much that he could hardly stand. He didn’t dare touch the doorknob for fear of making a sound.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“Then the light blinked on again somewhere to my right. Then off again, and it reappeared somewhere to my left. And that’s when I knew it was a goblin light or a ghost. I started thinking of all those terrible stories about the woodcutters who see the lights at night and then get enticed by fox demons and have their life energy sucked out. I started running back toward the trail, or where I thought it should be, but the light kept appearing in front of me, and then I would change directions and run headlong into a tree or fall into a hole.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“You matter more to me than she does now. You are the woman in my life. See here.” He put a hand on her belly and splayed his fingers. “You’ve become a woman.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
